Date,Open,High,Low,Close,Volume
2018-01-02,10.54557885,11.00373883,10.52188092,10.8220547,208159255
2018-01-03,10.84575263,10.94844366,10.4270892,10.52978023,296249840
2018-01-04,10.52188092,10.56137747,10.37179403,10.46658575,185450948
2018-01-05,10.43498851,10.54557885,10.38759265,10.5060823,121031272
2018-01-08,10.46658575,10.49818299,10.15851266,10.23750576,215862081
2018-01-09,10.23750576,10.4270892,10.20590852,10.33229748,134434509
2018-01-10,10.30070024,10.65616919,10.20590852,10.64037057,240327736
2018-01-11,10.59297471,10.73516229,10.48238437,10.5850754,144387781
2018-01-12,10.62457195,10.80625608,10.59297471,10.70356505,135399140
2018-01-15,10.67196781,11.31971123,10.6640685,11.2170202,312239456
2018-01-16,11.19332227,11.35920778,11.07483262,11.2170202,244454900
2018-01-17,11.31971123,11.6909788,11.2170202,11.24071813,265629401
2018-01-18,11.3750064,11.62778432,11.28021468,11.62778432,214802680
2018-01-19,11.6909788,11.95165603,11.59618708,11.6909788,257114669
2018-01-22,11.5329926,11.80156914,11.39870433,11.40660364,207386714
2018-01-23,11.34340916,11.7699719,11.31971123,11.57248915,238879170
2018-01-24,11.58038846,11.91215948,11.4539995,11.56458984,259129212
2018-01-25,11.41450295,11.43030157,11.059034,11.2170202,236998459
2018-01-26,11.20122158,11.32761054,11.07483262,11.09853055,203298865
2018-01-29,11.09853055,11.25651675,10.7430616,10.85365194,209054668
2018-01-30,10.8220547,10.93264504,10.70356505,10.78255815,109473986
2018-01-31,10.7430616,11.09853055,10.68776643,11.09853055,174772914
2018-02-01,11.01953745,11.2960133,10.93264504,11.08273193,200561475
2018-02-02,10.98794021,11.1380271,10.76675953,11.09853055,117651271
2018-02-05,10.9010478,11.50929467,10.84575263,11.49349605,233199790
2018-02-06,11.24071813,11.31971123,11.00373883,11.059034,258287204
2018-02-07,11.23281882,11.2960133,10.07951956,10.20590852,334571696
2018-02-08,10.13481473,10.20590852,9.89783543,9.90573474,213781506
2018-02-09,9.54236648,9.54236648,8.98941478,9.23429339,282494976
2018-02-12,9.30538718,9.35278304,9.13160236,9.25799132,122878244
2018-02-13,9.37648097,9.64505751,9.35278304,9.43177614,129817869
2018-02-14,9.44757476,9.50286993,9.28958856,9.479172,86419024
2018-02-22,9.67665475,9.89783543,9.67665475,9.84254026,126840607
2018-02-23,9.93733198,10.10321749,9.83464095,9.96102991,101366320
2018-02-26,10.08741887,10.15061335,9.83464095,9.97682853,104575874
2018-02-27,9.98472784,10.0321237,9.62925889,9.70035268,128586906
2018-02-28,9.5581651,9.62925889,9.42387683,9.51866855,121414559
2018-03-01,9.41597752,9.59766165,9.4001789,9.51076924,88695718
2018-03-02,9.41597752,9.51076924,9.36068235,9.43967545,66312416
2018-03-05,9.42387683,9.54236648,9.3211858,9.36858166,75418313
2018-03-06,9.43967545,9.56606441,9.29748787,9.5581651,115016249
2018-03-07,9.59766165,9.74774854,9.51076924,9.51866855,142757032
2018-03-08,9.51866855,9.59766165,9.43967545,9.56606441,68975503
2018-03-09,9.59766165,9.6371582,9.46337338,9.55026579,94387697
2018-03-12,9.59766165,9.61346027,9.43967545,9.50286993,126870132
2018-03-13,9.51076924,9.65295682,9.479172,9.49497062,108226732
2018-03-14,9.46337338,9.479172,9.34488373,9.41597752,63559413
2018-03-15,9.31328649,9.36068235,9.21059546,9.25009201,115569473
2018-03-16,9.25799132,9.36068235,9.19479684,9.19479684,96298338
2018-03-19,9.21059546,9.35278304,9.17109891,9.34488373,80853872
2018-03-20,9.27378994,9.38438028,9.25799132,9.33698442,77615002
2018-03-21,9.43967545,9.57396372,9.36068235,9.4001789,144510951
2018-03-22,9.4001789,9.45547407,9.17899822,9.21059546,98427842
2018-03-23,8.88672375,8.96571685,8.62604652,8.95781754,182569075
2018-03-26,8.80773065,8.8472272,8.57865066,8.63394583,138359851
2018-03-27,8.7682341,8.82352927,8.57865066,8.64184514,110393361
2018-03-28,8.57075135,8.79983134,8.52335549,8.60234859,109902339
2018-03-29,8.62604652,8.82352927,8.33377205,8.72873755,133060238
2018-03-30,8.72083824,8.72873755,8.59444928,8.6102479,75217368
2018-04-02,8.58654997,8.68134169,8.4522617,8.46016101,110931643
2018-04-03,8.3732686,8.42856377,8.30217481,8.34167136,89074565
2018-04-04,8.43646308,8.69714031,8.3732686,8.58654997,160248873
2018-04-09,8.5312548,8.7682341,8.47595963,8.70503962,107479576
2018-04-10,8.70503962,9.05260926,8.66554307,9.02101202,139095079
2018-04-11,8.99731409,9.41597752,8.98941478,9.34488373,209597045
2018-04-12,9.3211858,9.34488373,9.02101202,9.10000512,117312818
2018-04-13,9.19479684,9.31328649,9.04470995,9.13950167,130025597
2018-04-16,9.06050857,9.06050857,8.71293893,8.7682341,142707281
2018-04-17,8.78403272,9.04470995,8.77613341,8.85512651,130189172
2018-04-18,9.04470995,9.17109891,8.91042168,9.0842065,147584533
2018-04-19,9.10000512,9.23429339,9.02101202,9.06050857,84913183
2018-04-20,9.09210581,9.14740098,8.8472272,8.96571685,95869066
2018-04-23,8.9262203,9.17109891,8.89462306,9.13950167,107028935
2018-04-24,9.18689753,9.43177614,9.14740098,9.36858166,146109880
2018-04-25,9.28958856,9.32908511,9.18689753,9.22639408,73028648
2018-04-26,9.21059546,9.23429339,8.93411961,9.02101202,87423591
2018-04-27,9.07630719,9.09210581,8.39696653,8.57075135,270979568
2018-05-02,8.66554307,8.71293893,8.5312548,8.59444928,119052318
2018-05-03,8.57865066,8.59444928,8.34957067,8.49175825,128135557
2018-05-04,8.47595963,8.55495273,8.42066446,8.43646308,71050952
2018-05-07,8.4522617,8.55495273,8.40486584,8.53915411,97430967
2018-05-08,8.55495273,8.80773065,8.5312548,8.69714031,137330568
2018-05-09,8.67344238,8.71293893,8.59444928,8.66554307,62765613
2018-05-10,8.71293893,8.76033479,8.61814721,8.69714031,55273588
2018-05-11,8.72083824,8.79193203,8.65764376,8.69714031,77236966
2018-05-14,8.76033479,8.87092513,8.71293893,8.83142858,103929716
2018-05-15,8.83142858,8.83932789,8.70503962,8.78403272,66926144
2018-05-16,8.74453617,8.74453617,8.60234859,8.6102479,71436208
2018-05-17,8.61814721,8.64184514,8.51545618,8.54705342,58649438
2018-05-18,8.53915411,8.66554307,8.49965756,8.65764376,57838477
2018-05-21,8.74453617,8.77613341,8.63394583,8.64974445,76353357
2018-05-22,8.64974445,8.67344238,8.52335549,8.57865066,58987185
2018-05-23,8.54705342,8.54705342,8.38906722,8.41276515,99101629
2018-05-24,8.42066446,8.43646308,8.35746998,8.38116791,68815202
2018-05-25,8.38116791,8.42856377,8.33377205,8.36536929,59333567
2018-05-28,8.35746998,8.42066446,8.30217481,8.36536929,56940092
2018-05-29,8.35746998,8.39696653,8.17578585,8.19948378,88949497
2018-05-30,8.12838999,8.12838999,7.93880655,7.96250448,112444704
2018-05-31,7.98620241,8.04939689,7.91510862,8.04149758,98736038
2018-06-01,8.01779965,8.12838999,7.95460517,8.04939689,59721116
2018-06-04,8.08099413,8.14418861,8.01779965,8.11259137,59303835
2018-06-05,8.12838999,8.1362893,7.98620241,8.10469206,65654075
2018-06-06,8.09679275,8.10469206,7.9783031,8.00990034,71274341
2018-06-07,8.0572962,8.26267826,8.04149758,8.19158447,126263820
2018-06-08,8.15998723,8.15998723,7.94670586,7.99410172,109937982
2018-06-11,7.94670586,8.00200103,7.89931,7.93090724,72137498
2018-06-12,7.92300793,7.96250448,7.85981345,7.94670586,91330072
2018-06-13,7.93090724,7.94670586,7.85981345,7.85981345,53058431
2018-06-14,7.85981345,8.01779965,7.83611552,7.95460517,86639201
2018-06-15,7.96250448,8.12838999,7.94670586,8.03359827,124870788
2018-06-19,7.93880655,8.01779965,7.75712242,7.79661897,156587447
2018-06-20,7.79661897,7.85981345,7.70972656,7.82821621,76363731
2018-06-21,7.84401483,7.93090724,7.78871966,7.78871966,84007077
2018-06-22,7.7413238,7.79661897,7.71762587,7.78082035,65781851
2018-06-25,7.82821621,7.83611552,7.40955278,7.47274726,119521260
2018-06-26,7.41745209,7.45694864,7.18047279,7.39375416,112415694
2018-06-27,7.35425761,7.4253514,7.13307693,7.18047279,104514268
2018-06-28,7.06988245,7.17257348,7.00668797,7.04618452,111076403
2018-06-29,7.11727831,7.21207003,7.07778176,7.18047279,67529968
2018-07-02,7.14887555,7.14887555,6.75391005,6.80130591,131552013
2018-07-03,6.86450039,6.8723997,6.67491695,6.84870177,127483857
2018-07-04,6.81710453,6.91189625,6.80130591,6.80130591,71115337
2018-07-05,6.80920522,6.89609763,6.75391005,6.7934066,83576877
2018-07-06,6.80130591,6.93559418,6.67491695,6.84080246,98828269
2018-07-09,6.86450039,7.13307693,6.85660108,7.13307693,140995460
2018-07-10,7.12517762,7.12517762,7.02248659,7.09358038,89686202
2018-07-11,6.91979556,6.97509073,6.85660108,6.93559418,85129670
2018-07-12,6.9034866,7.20049707,6.88743198,7.12825128,114049231
2018-07-13,7.16036052,7.17641514,7.08008742,7.12825128,60337821
2018-07-16,7.10416935,7.1443059,6.97573239,7.00784163,68984558
2018-07-17,7.01586894,7.02389625,6.95165046,6.99981432,37535633
2018-07-18,7.02389625,7.10416935,6.97573239,6.9837597,52515277
2018-07-19,7.02389625,7.07206011,6.97573239,7.00784163,46137239
2018-07-20,7.00784163,7.3851252,6.91151391,7.31287941,175427740
2018-07-23,7.25668824,7.58580795,7.224579,7.56172602,178168826
2018-07-24,7.53764409,7.69819029,7.48948023,7.5456714,142589416
2018-07-25,7.57778064,7.60186257,7.48948023,7.52961678,61412281
2018-07-26,7.5456714,7.60988988,7.39315251,7.42526175,83335815
2018-07-27,7.4653983,7.51356216,7.36907058,7.42526175,51512603
2018-07-30,7.48145292,7.61791719,7.43328906,7.53764409,70638597
2018-07-31,7.52158947,7.61791719,7.42526175,7.56172602,72015080
2018-08-01,7.56172602,7.6259445,7.31287941,7.34498865,81408168
2018-08-02,7.32893403,7.34498865,7.12825128,7.17641514,93140128
2018-08-03,7.16838783,7.3048521,7.15233321,7.15233321,47654662
2018-08-06,7.17641514,7.31287941,7.13627859,7.17641514,55401008
2018-08-07,7.19246976,7.36104327,7.12825128,7.36104327,69042319
2018-08-08,7.35301596,7.35301596,7.25668824,7.26471555,57895316
2018-08-09,7.25668824,7.50553485,7.24063362,7.45737099,80678377
2018-08-10,7.4653983,7.48145292,7.35301596,7.40920713,42416836
2018-08-13,7.32090672,7.35301596,7.1443059,7.26471555,81849112
2018-08-14,7.24866093,7.25668824,7.17641514,7.224579,43024036
2018-08-15,7.24063362,7.24063362,7.02389625,7.05600549,67044285
2018-08-16,7.00784163,7.13627859,6.93559584,7.04797818,63827255
2018-08-17,7.12825128,7.17641514,7.04797818,7.07206011,64947656
2018-08-20,7.1443059,7.24063362,7.12022397,7.224579,68132206
2018-08-21,7.24063362,7.43328906,7.23260631,7.40920713,126447447
